JobID,Jobtitle,Companies,Locations,Experience,Skills,Salary,Reviews,Age of post,Job type,Logo,Rating,Job Description
5967,business data analyst,kaplan test prep,['bangalore/bengaluru'],2-5 yrs,"['computer science', 'data analysis', 'service level', 'analytical', 'machine learning', 'marketing operations', 'data mining', 'sql']",not disclosed,0,30+ days ago,none,no logo,0,"bachelors or master s degree in computer science, statistics, mathematics, machine lear..."
5968,staff data engineer - data ingestion,visa inc.,['bangalore/bengaluru'],5-10 yrs,"['communication', 'linux', 'waterfall', 'algorithms', 'dml', 'object oriented programming', 'unix', 'pig scripts']",not disclosed,28,23 days ago,premium,logo present,3.6,"bachelors in computer science, or information systems or related fieldexperience using ..."
5969,hadoop administrator big data platform engineer,visa inc.,['bangalore/bengaluru'],8-10 yrs,"['unix', 'automation', 'linux', 'analytical', 'debugging', 'issue resolution', 'open source', 'operations']",not disclosed,28,23 days ago,none,logo present,3.6,job description essential functions person will be responsible to perform big data admi...
5970,senior data engineer,seikor (on behalf of corporate),['bangalore/bengaluru'],3-8 yrs,"['python', 'hive', 'sas sql', 'scala', 'advanced analytics', 'spark', 'tableau', 'data analytics']",not disclosed,0,24 days ago,premium,no logo,0,minimum 3 years of work experience in a full time python coding / data modelling role r...
5971,lead engineer: big data,fractal analytics,['bangalore/bengaluru'],4-7 yrs,"['solution architecture', 'project management', 'testing', 'it management', 'management', 'analytics', 'cloud', 'computer science']",not disclosed,82,30+ days ago,none,logo present,3.7,summary: position of engineering project manager for ai/analytics engineering will be e...
5972,senior data engineer,reactore solutions,['bangalore/bengaluru'],8-13 yrs,"['iso', 'enterprise applications', 'social media', 'machine learning', 'integration testing', 'data processing', 'application development', 'jira']",not disclosed,0,30+ days ago,none,no logo,0,your responsibilities design and develop data analytics platform on top of existing sca...
5973,senior data engineer,novotree minds consulting pvt limited,['bangalore/bengaluru'],9-14 yrs,"['data engineer', 'python', 'sql', 'data science', 'hadoop', 'spark', 'data modeling', 'data architecture']","20,00,000 - 25,00,000 pa.",2,30+ days ago,premium,no logo,5,"programming / scripting in python is a mustsql, data warehouse skills are a musthands o..."
5974,senior data engineer,walmart labs,['bangalore/bengaluru'],4-8 yrs,"['product management', 'computer science', 'nosql', 'production support', 'agile', 'open source', 'distribution system', 'analytics']",not disclosed,664,27 days ago,none,logo present,4.2,our ideal candidate you have a deep interest and passion for technology. you love writi...
5975,data analyst / sr. data analyst / lead,logical hiring,"['bangalore/bengaluru', ' delhi / ncr']",3-8 yrs,"['data analysis', 'alteryx', 'data visualization', 'data analyst', 'data management', 'datorama']",not disclosed,0,27 days ago,hot job,no logo,0,"10 years of experience in data management, data cleaning, data extraction, and data man..."
5976,big data developer - sql/hadoop/spark,enfluence it services,['bangalore/bengaluru'],4-9 yrs,"['analytical', 'rdbms', 'sql', 'python', 'spark', 'communication', 'scala', 'hadoop']",not disclosed,4,22 days ago,premium,logo present,3.9,candidate should possess good analytical thinking and problem solving skills (this will...
5977,azure data bricks engineer,trigent software,['bangalore/bengaluru'],5-10 yrs,"['data bricks', 'azure data bricks', 'python', 'adls', 'spark', 'it skills', 'azure', 'azure databricks']",not disclosed,147,28 days ago,none,logo present,3.6,"should have strong skills in azure data bricks, adlswe have a immediate requirement of ..."
5978,azure data bricks engineer,trigent software,['bangalore/bengaluru'],5-10 yrs,"['data bricks', 'adls', 'python', 'spark', 'azure data bricks', 'it skills', 'azure', 'azure databricks']",not disclosed,147,28 days ago,hot job,logo present,3.6,"should have strong skills in azure data bricks, adlswe have a immediate requirement of ..."
5979,senior data analyst - ecommerce - iit/nit/bits,pinnacle solutions,['bangalore/bengaluru'],2-6 yrs,"['excel', 'sas', 'xml', 'data analysis', 'data collection', 'tableau', 'spss', 'data analytics']",not disclosed,0,28 days ago,premium,no logo,0,education: engineering or mathematics degree from iits / nits/tier-1 engineering colleg...
5980,senior data analyst- dwbi,kelly outsourcing and consulting group india priv ate limited,['bangalore/bengaluru'],6-11 yrs,"['business intelligence', 'data analytics', 'data warehousing', 'dwbi', 'data lake', 'data analyst', 'sql']",not disclosed,0,28 days ago,premium,no logo,0,"the data analyst also works closely with the demand manager, data architects and data p..."
5981,data analyst / business analyst,latentview analytics private limited,"['chennai', ' bangalore/bengaluru']",1-6 yrs,"['predictive modeling', 'data analyst', 'business analytics', 'power bi', 'statistical programming', 'text mining', 'tableau', 'machine learning']",not disclosed,21,30+ days ago,premium,logo present,3.6,"strong problem solving, business analysis and quantitative skills5+ years of hands-on e..."
5982,senior product analyst master data /pricing & promotions,walmart labs,['bangalore/bengaluru'],5-7 yrs,"['computer science', 'data dictionary', 'product analyst', 'retail', 'data migration', 'sap', 'vendor', 'abap']",not disclosed,664,30+ days ago,none,logo present,4.2,good knowledge of sap s / 4 hana retail master data capabilities and usage of sap s / 4...
5983,senior data engineer,fragma data systems pvt. ltd.,"['bangalore/bengaluru', ' uae', ' india']",6-10 yrs,"['data transformation', 'pyspark', 'business rules', 'functional specifications', 'big data', 'data extraction', 'spark', 'performance tuning']","15,00,000 - 25,00,000 pa.",24,30+ days ago,premium,no logo,4.6,primary responsibilities: responsible for developing and maintaining applications with ...
5984,senior data visualization engineer,hangar worldwide,['bangalore/bengaluru'],2-6 yrs,"['ms project', 'sas', 'data modeling', 'coding', 'analytical', 'data visualization', 'visio', 'user experience design']",not disclosed,0,30+ days ago,none,no logo,0,job description in this role you will design visual solutions that allow various types ...
5985,senior data engineer,streamhub,['bangalore/bengaluru'],3-7 yrs,"['data modeling', 'machine learning', 'shell scripting', 'schema', 'mongodb', 'management', 'operations', 'data warehousing']",not disclosed,0,30+ days ago,none,no logo,0,"solid experience with at least one modern data warehouse technology, like snowflake, re..."
5986,talend data engineer - etl/datalake,joulestowatts business solutions,['bangalore/bengaluru'],7-12 yrs,"['datalake', 'java', 'shell scripting', 'big data', 'json', 'data warehousing', 'etl', 'data analytics']",not disclosed,72,22 days ago,premium,logo present,3.1,"minimum 2 years of big data, data analytics and data lake etl experience using talend b..."
5987,computer scientist,super india tech mark,['guntur'],0-2 yrs,"['machine learning', 'azure', 'aws', 'openstack', 'troubleshooting', 'it skills', 'cloud', 'troubleshooting skills']","1,25,000 - 2,25,000 pa.",0,10 days ago,none,no logo,0,"in this role, youll utilize a combination of systems design experience, network knowled..."
5988,data engineer,sharma consultants and placement services,"['ranchi', ' bangalore/bengaluru']",0-1 yrs,"['spark', 'kafka hive', 'python', 'big data', 'communication', 'analytical', 'java', 'it skills']","1,50,000 - 4,25,000 pa.",0,10 days ago,none,no logo,0,"good in python/java, big data (spark, kafka hive) good analytical skills. good communic..."
5989,asset data analyst,aptean,['bangalore/bengaluru'],2-4 yrs,"['analyst', 'supply chain management', 'erp', 'project management', 'customer retention', 'account management', 'customer service', 'management']",not disclosed,83,30+ days ago,none,logo present,3.3,"the ra must have an eye for detail, able to organize their workload, be comfortable in ..."
5990,staff data engineer,visa inc.,['bangalore/bengaluru'],5-10 yrs,"['computer science', 'cloud computing', 'coding', 'artificial intelligence', 'debugging', 'machine learning', 'instrumentation', 'troubleshooting']",not disclosed,28,30+ days ago,none,logo present,3.6,"job description payments has become a very active/hot area in the last couple of years,..."
5991,computer scientist,super india tech mark,['ludhiana'],0-2 yrs,"['openstack', 'troubleshooting', 'aws', 'machine learning', 'azure', 'it skills', 'cloud', 'troubleshooting skills']","1,25,000 - 2,25,000 pa.",0,12 days ago,none,no logo,0,"in this role, youll utilize a combination of systems design experience, network knowled..."
5992,data engineer,appmocx,['bangalore/bengaluru'],4-9 yrs,"['etl', 'data modelling', 'data engineer']",not disclosed,0,30+ days ago,premium,logo present,0,roles and responsibilitiesjd for resource required for a regular positionresponsibiliti...
5993,senior data engineer,info origin technologies pvt ltd,['bangalore/bengaluru'],10-12 yrs,"['pyspark', 'ms sql', 'data engineering', 'hadoop', 'cassandra', 'big data', 'kafka', 'agile']",not disclosed,0,30+ days ago,premium,no logo,0,position type: full time bachelors degree in computer science or related fieldrequired ...
5994,immediate joinee :- data engineer,trigent software,['bangalore/bengaluru'],5-10 yrs,"['etl', 'aws', 'python', 'sql']","8,50,000 - 12,00,000 pa.",147,30+ days ago,none,logo present,3.6,experience & education required)experience working with multiple disparate data sources...
5995,senior data analyst(immediate joiners),shamira talent solution llp,['bangalore/bengaluru'],3-5 yrs,"['sql', 'python', 'r', 'it skills', 'retail', 'data manipulation']",not disclosed,0,15 days ago,premium,no logo,0,retail domain only.data manipulation 3+ years analyzing large volumes of data in raw fo...
5996,we are hiring big data engineers for teksystems,allegis services india pvt. ltd.,['bangalore/bengaluru'],4-9 yrs,"['scala', 'big data', 'spark', 'sql', 'python']",not disclosed,197,30+ days ago,premium,logo present,3.8,qualification : graduate in any field overall experience : 4-7 years job location : ban...
5997,"senior software engineer - big data - bangalore, ka",optum global solutions (india) private limited,['bangalore/bengaluru'],4-7 yrs,"['java', 'hive', 'hibernate', 'map reduce', 'hadoop', 'big data', 'kafka', 'spring boot']",not disclosed,976,16 days ago,hot job,logo present,4.1,experience developing solutions hosted within key major cloud providers such as azure a...
5998,business data analyst 1,varite,['bangalore/bengaluru'],1-2 yrs,"['quality lead', 'operational support', 'quality improvement', 'sales development', 'business data analyst', 'outbound sales', 'consulting', 'data analyst']",not disclosed,36,16 days ago,none,logo present,3.4,"flexible to work in shifts - apac, emea or us business hours prior experience of workin..."
5999,senior data analyst-dwbi,kelly outsourcing and consulting group india priv ate limited,['bangalore/bengaluru'],6-11 yrs,"['business intelligence', 'analytical skills', 'data analysis', 'sql queries', 'data visualization', 'business operations', 'data collection', 'data warehousing']",not disclosed,0,16 days ago,premium,no logo,0,"the data analyst also works closely with the demand manager, data architects and data p..."
